2017.326027
   Z       E         F
  25  3.618E+03  3.197E-08
  25  4.161E+03  2.163E-08
  25  4.783E+03  1.463E-08
  25  5.500E+03  9.886E-09
  25  6.325E+03  6.673E-09
  25  7.271E+03  4.507E-09
  25  8.360E+03  3.041E-09
  25  9.614E+03  2.050E-09
  25  1.105E+04  1.384E-09
  25  1.270E+04  9.325E-10
  25  1.461E+04  6.284E-10
  25  1.680E+04  4.233E-10
  25  1.931E+04  2.852E-10
  25  2.220E+04  1.921E-10
  25  2.553E+04  1.293E-10
  25  2.935E+04  8.709E-11
  25  3.375E+04  5.864E-11
  25  3.880E+04  3.948E-11
  25  4.461E+04  2.658E-11
  25  5.129E+04  1.789E-11
  25  5.896E+04  1.205E-11
  25  6.782E+04  8.101E-12
  25  7.794E+04  5.459E-12
  25  8.965E+04  3.669E-12
  25  1.031E+05  2.469E-12
  25  1.185E+05  1.663E-12
  25  1.362E+05  1.119E-12
  25  1.566E+05  7.526E-13
  25  1.801E+05  5.062E-13
  25  2.071E+05  3.407E-13
  25  2.381E+05  2.292E-13
  25  2.737E+05  1.543E-13
  25  3.147E+05  1.038E-13
  25  3.618E+05  6.985E-14
  25  4.161E+05  4.698E-14
  25  4.783E+05  3.162E-14
  25  5.500E+05  2.127E-14
  26  5.600E-01  9.950E-03
  26  6.440E-01  1.113E-02
  26  7.403E-01  1.240E-02
  26  8.512E-01  1.377E-02
  26  9.789E-01  1.522E-02
  26  1.125E+00  1.674E-02
  26  1.294E+00  1.832E-02
  26  1.487E+00  1.993E-02
  26  1.710E+00  2.155E-02
  26  1.966E+00  2.315E-02
  26  2.261E+00  2.470E-02
  26  2.600E+00  2.615E-02
  26  2.989E+00  2.747E-02
  26  3.436E+00  2.861E-02
  26  3.951E+00  2.955E-02
  26  4.542E+00  3.025E-02
  26  5.223E+00  3.068E-02
  26  6.003E+00  3.082E-02
  26  6.905E+00  3.066E-02
  26  7.935E+00  3.020E-02
  26  9.128E+00  2.945E-02
  26  1.049E+01  2.841E-02
  26  1.206E+01  2.713E-02
  26  1.387E+01  2.561E-02
  26  1.595E+01  2.392E-02
  26  1.834E+01  2.208E-02
  26  2.108E+01  2.016E-02
  26  2.424E+01  1.818E-02
  26  2.787E+01  1.620E-02
  26  3.204E+01  1.426E-02
  26  3.684E+01  1.239E-02
  26  4.236E+01  1.064E-02
  26  4.870E+01  9.015E-03
  26  5.600E+01  7.543E-03
  26  6.440E+01  6.231E-03
  26  7.403E+01  5.086E-03
  26  8.512E+01  4.100E-03
  26  9.789E+01  3.264E-03
  26  1.125E+02  2.572E-03
  26  1.294E+02  2.003E-03
  26  1.487E+02  1.543E-03
  26  1.710E+02  1.178E-03
  26  1.966E+02  8.903E-04
  26  2.261E+02  6.671E-04
  26  2.600E+02  4.958E-04
  26  2.989E+02  3.658E-04
  26  3.436E+02  2.681E-04
  26  3.951E+02  1.953E-04
  26  4.542E+02  1.414E-04
  26  5.223E+02  1.019E-04
  26  6.003E+02  7.314E-05
  26  6.905E+02  5.220E-05
  26  7.935E+02  3.719E-05
  26  9.128E+02  2.636E-05
  26  1.049E+03  1.865E-05
  26  1.206E+03  1.317E-05
  26  1.387E+03  9.265E-06
  26  1.595E+03  6.509E-06
  26  1.834E+03  4.563E-06
  26  2.108E+03  3.196E-06
  26  2.424E+03  2.235E-06
  26  2.787E+03  1.561E-06
  26  3.204E+03  1.090E-06
  26  3.684E+03  7.596E-07
  26  4.236E+03  5.290E-07
  26  4.870E+03  3.683E-07
  26  5.600E+03  2.562E-07
  26  6.440E+03  1.780E-07
  26  7.403E+03  1.238E-07
  26  8.512E+03  8.599E-08
  26  9.789E+03  5.968E-08
  26  1.125E+04  4.147E-08
  26  1.294E+04  2.878E-08
  26  1.487E+04  1.997E-08
  26  1.710E+04  1.385E-08
  26  1.966E+04  9.609E-09
  26  2.261E+04  6.663E-09
  26  2.600E+04  4.619E-09
  26  2.989E+04  3.203E-09
  26  3.436E+04  2.221E-09
  26  3.951E+04  1.539E-09
  26  4.542E+04  1.067E-09
  26  5.223E+04  7.396E-10
  26  6.003E+04  5.130E-10
  26  6.905E+04  3.551E-10
  26  7.935E+04  2.464E-10
  26  9.128E+04  1.705E-10
  26  1.049E+05  1.182E-10
  26  1.206E+05  8.196E-11
  26  1.387E+05  5.677E-11
  26  1.595E+05  3.933E-11
  26  1.834E+05  2.724E-11
  26  2.108E+05  1.888E-11
  26  2.424E+05  1.308E-11
  26  2.787E+05  9.065E-12
  26  3.204E+05  6.281E-12
  26  3.684E+05  4.352E-12
  26  4.236E+05  3.014E-12
  26  4.870E+05  2.089E-12
  26  5.600E+05  1.447E-12
  27  5.900E-01  3.084E-05
  27  6.785E-01  3.485E-05
  27  7.800E-01  3.928E-05
  27  8.968E-01  4.416E-05
  27  1.031E+00  4.951E-05
  27  1.185E+00  5.531E-05
  27  1.363E+00  6.159E-05
  27  1.567E+00  6.833E-05
  27  1.802E+00  7.548E-05
  27  2.071E+00  8.300E-05
  27  2.382E+00  9.082E-05
  27  2.739E+00  9.884E-05
  27  3.149E+00  1.070E-04
  27  3.620E+00  1.150E-04
  27  4.162E+00  1.229E-04
  27  4.785E+00  1.304E-04
  27  5.502E+00  1.373E-04
  27  6.325E+00  1.435E-04
  27  7.275E+00  1.487E-04
  27  8.360E+00  1.526E-04
  27  9.617E+00  1.553E-04
  27  1.106E+01  1.564E-04
  27  1.271E+01  1.560E-04
  27  1.461E+01  1.538E-04
  27  1.680E+01  1.498E-04
  27  1.932E+01  1.442E-04
  27  2.221E+01  1.371E-04
  27  2.554E+01  1.285E-04
  27  2.936E+01  1.188E-04
  27  3.376E+01  1.083E-04
  27  3.882E+01  9.730E-05
  27  4.463E+01  8.607E-05
  27  5.131E+01  7.501E-05
  27  5.900E+01  6.436E-05
  27  6.785E+01  5.438E-05
  27  7.800E+01  4.528E-05
  27  8.968E+01  3.715E-05
  27  1.031E+02  3.004E-05
  27  1.185E+02  2.398E-05
  27  1.363E+02  1.889E-05
  27  1.567E+02  1.469E-05
  27  1.802E+02  1.130E-05
  27  2.071E+02  8.599E-06
  27  2.382E+02  6.478E-06
  27  2.739E+02  4.836E-06
  27  3.149E+02  3.581E-06
  27  3.620E+02  2.632E-06
  27  4.162E+02  1.921E-06
  27  4.785E+02  1.394E-06
  27  5.502E+02  1.006E-06
  27  6.325E+02  7.227E-07
  27  7.275E+02  5.162E-07
  27  8.360E+02  3.681E-07
  27  9.617E+02  2.610E-07
  27  1.106E+03  1.847E-07
  27  1.271E+03  1.304E-07
  27  1.461E+03  9.182E-08
  27  1.680E+03  6.452E-08
  27  1.932E+03  4.524E-08
  27  2.221E+03  3.169E-08
  27  2.554E+03  2.216E-08
  27  2.936E+03  1.548E-08
  27  3.376E+03  1.081E-08
  27  3.882E+03  7.533E-09
  27  4.463E+03  5.246E-09
  27  5.131E+03  3.652E-09
  27  5.900E+03  2.541E-09
  27  6.785E+03  1.765E-09
  27  7.800E+03  1.227E-09
  27  8.968E+03  8.527E-10
  27  1.031E+04  5.918E-10
  27  1.185E+04  4.113E-10
  27  1.363E+04  2.854E-10
  27  1.567E+04  1.980E-10
  27  1.802E+04  1.373E-10
  27  2.071E+04  9.529E-11
  27  2.382E+04  6.608E-11
  27  2.739E+04  4.581E-11
  27  3.149E+04  3.176E-11
  27  3.620E+04  2.202E-11
  27  4.162E+04  1.527E-11
  27  4.785E+04  1.058E-11
  27  5.502E+04  7.335E-12
  27  6.325E+04  5.087E-12
  27  7.275E+04  3.522E-12
  27  8.360E+04  2.444E-12
  27  9.617E+04  1.691E-12
  27  1.106E+05  1.172E-12
  27  1.271E+05  8.128E-13
  27  1.461E+05  5.629E-13
  27  1.680E+05  3.900E-13
  27  1.932E+05  2.702E-13
  27  2.221E+05  1.872E-13
  27  2.554E+05  1.297E-13
  27  2.936E+05  8.989E-14
  27  3.376E+05  6.229E-14
  27  3.882E+05  4.316E-14
  27  4.463E+05  2.989E-14
  27  5.131E+05  2.072E-14
  27  5.900E+05  1.435E-14
  28  5.900E-01  3.103E-04
  28  6.785E-01  3.487E-04
  28  7.800E-01  3.906E-04
  28  8.968E-01  4.361E-04
  28  1.031E+00  4.852E-04
  28  1.185E+00  5.374E-04
  28  1.363E+00  5.928E-04
  28  1.567E+00  6.506E-04
  28  1.802E+00  7.103E-04
  28  2.071E+00  7.710E-04
  28  2.382E+00  8.319E-04
  28  2.739E+00  8.916E-04
  28  3.149E+00  9.490E-04
  28  3.620E+00  1.003E-03
  28  4.162E+00  1.051E-03
  28  4.785E+00  1.093E-03
  28  5.502E+00  1.127E-03
  28  6.325E+00  1.152E-03
  28  7.275E+00  1.166E-03
  28  8.360E+00  1.170E-03
  28  9.617E+00  1.162E-03
  28  1.106E+01  1.142E-03
  28  1.271E+01  1.111E-03
  28  1.461E+01  1.068E-03
  28  1.680E+01  1.016E-03
  28  1.932E+01  9.550E-04
  28  2.221E+01  8.869E-04
  28  2.554E+01  8.133E-04
  28  2.936E+01  7.363E-04
  28  3.376E+01  6.579E-04
  28  3.882E+01  5.799E-04
  28  4.463E+01  5.042E-04
  28  5.131E+01  4.325E-04
  28  5.900E+01  3.658E-04
  28  6.785E+01  3.051E-04
  28  7.800E+01  2.512E-04
  28  8.968E+01  2.040E-04
  28  1.031E+02  1.636E-04
  28  1.185E+02  1.296E-04
  28  1.363E+02  1.014E-04
  28  1.567E+02  7.849E-05
  28  1.802E+02  6.009E-05
  28  2.071E+02  4.557E-05
  28  2.382E+02  3.423E-05
  28  2.739E+02  2.549E-05
  28  3.149E+02  1.884E-05
  28  3.620E+02  1.383E-05
  28  4.162E+02  1.008E-05
  28  4.785E+02  7.308E-06
  28  5.502E+02  5.269E-06
  28  6.325E+02  3.783E-06
  28  7.275E+02  2.701E-06
  28  8.360E+02  1.926E-06
  28  9.617E+02  1.365E-06
  28  1.106E+03  9.658E-07
  28  1.271E+03  6.821E-07
  28  1.461E+03  4.800E-07
  28  1.680E+03  3.373E-07
  28  1.932E+03  2.365E-07
  28  2.221E+03  1.657E-07
  28  2.554E+03  1.159E-07
  28  2.936E+03  8.094E-08
  28  3.376E+03  5.649E-08
  28  3.882E+03  3.938E-08
  28  4.463E+03  2.742E-08
  28  5.131E+03  1.909E-08
  28  5.900E+03  1.328E-08
  28  6.785E+03  9.229E-09
  28  7.800E+03  6.417E-09
  28  8.968E+03  4.458E-09
  28  1.031E+04  3.094E-09
  28  1.185E+04  2.150E-09
  28  1.363E+04  1.492E-09
  28  1.567E+04  1.035E-09
  28  1.802E+04  7.180E-10
  28  2.071E+04  4.982E-10
  28  2.382E+04  3.455E-10
  28  2.739E+04  2.395E-10
  28  3.149E+04  1.661E-10
  28  3.620E+04  1.151E-10
  28  4.162E+04  7.981E-11
  28  4.785E+04  5.533E-11
  28  5.502E+04  3.835E-11
  28  6.325E+04  2.659E-11
  28  7.275E+04  1.841E-11
  28  8.360E+04  1.278E-11
  28  9.617E+04  8.842E-12
  28  1.106E+05  6.128E-12
  28  1.271E+05  4.249E-12
  28  1.461E+05  2.943E-12
  28  1.680E+05  2.039E-12
  28  1.932E+05  1.412E-12
  28  2.221E+05  9.789E-13
  28  2.554E+05  6.782E-13
  28  2.936E+05  4.700E-13
  28  3.376E+05  3.257E-13
  28  3.882E+05  2.256E-13
  28  4.463E+05  1.563E-13
  28  5.131E+05  1.083E-13
  28  5.900E+05  7.503E-14
